TIMESTAMP;EVENT;SD;PINB;TINB;Q;POUTB;TOUTB;REVHP;REVLP;REVWE;TFIRE;CF
2013-02-10 11:40:55;;;0.0933787;;;0;24.444445;0;0;0;4.835165;1
2013-02-10 12:37:34;;;;;;;24.957266;;;;;
2013-02-10 13:08:08;;;;;;-0.124505;;;;;;
2013-02-10 13:08:19;;;;;;0;;;;;;
2013-02-10 13:36:49;;;;;;;25.470087;;;;;
2013-02-10 15:29:49;;;;;;;25.982908;;;;;
2013-02-10 20:33:19;;;;;;0.1556312;;;;;;
2013-02-10 20:33:34;;;;;;-0.0311262;;;;;;
2013-02-10 21:56:19;;;;;;;25.470087;;;;;
2013-02-11 01:48:19;;;-0.0622525;;;;;;;;;
2013-02-11 01:48:49;;;0.0622525;;;;;;;;;
2013-02-11 01:52:03;;;-0.124505;;;;;;;;;
2013-02-11 01:52:18;;;0.0311262;;;;;;;;;
2013-02-11 03:47:50;;;0.1556312;;;;;;;;;
2013-02-11 03:48:04;;;0.0311262;;;;;;;;;
2013-02-11 05:00:49;;;0.1556312;;;;;;;;;
2013-02-11 05:02:04;;;0;;;;;;;;;
2013-02-11 05:21:49;;;0.124505;;;;;;;;;
2013-02-11 05:25:19;;;0;;;;;;;;;
2013-02-11 07:14:05;;;;;;;24.957266;;;;;
2013-02-11 07:50:49;;;0.124505;;;;;;;;;
2013-02-11 07:59:03;;;0;;;;;;;;;
2013-02-11 08:13:48;;;0.124505;;;;;;;;;
2013-02-11 08:14:48;;;0;;;;;;;;;
2013-02-11 08:31:04;;;0.124505;;;;;;;;;
2013-02-11 08:55:19;;;0;;;;;;;;;
2013-02-11 08:59:49;;;0.124505;;;;;;;;;
2013-02-11 09:00:04;;;0;;;;;;;;;
2013-02-11 09:04:34;;;0.1556312;;;;;;;;;
2013-02-11 09:06:19;;;0.0311262;;;;;;;;;
2013-02-11 12:26:19;;;;;;0.1556312;;;;;;
2013-02-11 12:26:38;;;;;;0;;;;;;
2013-02-11 13:19:21;;;0.124505;;;0;24.835165;0;0;0;4.566545;1
2013-02-11 13:20:57;;;0.0622525;;;0.0311262;24.810745;0;0;0;4.835165;
2013-02-11 13:52:34;;;;;;;24.273504;;;;;
2013-02-11 14:23:49;;;;;;;23.760683;;;;;
2013-02-11 14:31:19;;;0.1867575;;;;;;;;;
2013-02-11 14:51:04;;;;;;0.1556312;;;;;;
2013-02-11 14:51:19;;;;;;0.0311262;;;;;;
2013-02-11 14:55:19;;;;;;;23.247864;;;;;
2013-02-11 15:30:23;;;0.0622525;;;;;;;;;
2013-02-11 15:33:34;;;0.1867575;;;;;;;;;
2013-02-11 15:49:19;;;0.0622525;;;;;;;;;
2013-02-11 17:46:34;;;;;;;23.760683;;;;;
2013-02-11 19:40:34;;;;;;;24.273504;;;;;
2013-02-11 21:06:34;;;;;;0.1556312;;;;;;
2013-02-11 21:06:48;;;;;;0;;;;;;
2013-02-11 23:29:34;;;;;;;24.786325;;;;;
2013-02-12 06:58:49;;;0.0933787;;;-0.0311262;24.664225;0;0;0;4.566545;1
2013-02-12 06:59:35;;;0.0933787;;;0;24.664225;0;0;0;4.835165;
2013-02-12 07:47:33;;;;;;-0.124505;;;;;;
2013-02-12 07:47:48;;;;;;0;;;;;;
2013-02-12 08:14:49;;;;;;-0.124505;;;;;;
2013-02-12 08:15:19;;;;;;0;;;;;;
2013-02-12 08:18:04;;;;;;-0.124505;;;;;;
2013-02-12 08:18:19;;;;;;0;;;;;;
2013-02-12 08:42:19;;;0.0933787;;;-0.0311262;24.542124;0;0;0;4.835165;1
2013-02-12 10:04:21;;;0.0622525;;;0;24.468864;0;0;0;4.835165;1
2013-02-12 10:36:19;;;;;;0.1556312;;;;;;
2013-02-12 10:36:34;;;;;;-0.0311262;;;;;;
2013-02-12 11:30:49;;;;;;;24.981686;;;;;
