;SD;PINB;TINB;Q;POUTB;TOUTB;REVHP;REVLP;REVWE;TFIRE;CF;LABEL;SEGMENT
2013-02-20 04:34:03;;0.5213744565896905;;;0.3545642571108806;0.11270683464380482;0.2418753435954185;0.05000027992190344;-0.07525941962405847;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 04:44:12;;0.5195579042049794;;;0.35775348047607064;0.08948377706917503;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 04:54:21;;0.5195579042049794;;;0.35775348047607064;0.06133461637265388;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 05:04:30;;0.5195579042049794;;;0.35775348047607064;0.029666724135871278;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 05:14:39;;0.5195579042049794;;;0.35775348047607064;-0.001297352630301887;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 05:24:48;;0.5195579042049794;;;0.35775348047607064;-0.030854028997113262;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 05:34:57;;0.5195579042049794;;;0.35775348047607064;-0.056892060276859405;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 05:45:06;;0.5195579042049794;;;0.35775348047607064;-0.08222627608599631;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 05:55:15;;0.5195579042049794;;;0.35775348047607064;-0.10685684933091655;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 06:05:24;;0.5195579042049794;;;0.35775348047607064;-0.12867242005298832;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 06:15:33;;0.5195579042049794;;;0.35775348047607064;-0.1490806191934302;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 06:25:42;;0.5195579042049794;;;0.35775348047607064;-0.1687850604987272;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 06:35:51;;0.5195579042049794;;;0.35775348047607064;-0.18708201495146587;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 06:46:00;;0.5195579042049794;;;0.35775348047607064;-0.2039715401871106;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 06:56:09;;0.5195579042049794;;;0.35775348047607064;-0.21874982073505214;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 07:06:18;;0.5195579042049794;;;0.35775348047607064;-0.23352818773618989;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 07:16:27;;0.5195579042049794;;;0.35775348047607064;-0.2581587033456459;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 07:26:36;;0.5195579042049794;;;0.35775348047607064;-0.27997433170318187;0.29722952904629524;0.11284529452479446;-0.03324670011795511;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 07:36:45;;0.5195579042049794;;;0.3595252294912946;-0.2961600991036814;0.3153514352384141;0.13280288041198185;-0.014194427552994738;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 07:46:54;;0.5195579042049794;;;0.36413191582193766;-0.2961600991036814;0.3644454114395157;0.19267546418820117;0.03319198420875747;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 07:57:03;;0.5195579042049794;;;0.3698016310695911;-0.3130496243393263;0.4029955925606214;0.2508495359360758;0.08692916682875328;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 08:07:12;;0.5177414101801159;;;0.3768888320517241;-0.3130496243393263;0.4428638374551111;0.30732513043267423;0.14604006170928308;0.24583443240309008;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 08:17:21;;0.5177414101801159;;;0.38787395372823386;-0.3130496243393263;0.4840500111971214;0.36847163300722063;0.214921382527827;0.3428212144439122;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 08:27:30;;0.5154707306416986;;;0.4016939330285704;-0.3130496243393263;0.5239181616435067;0.43301509008431927;0.291130432777898;0.3428212144439122;-0.28308633027598645;-0.0035026269702276708;0
2013-02-20 08:37:39;;0.5136542220268732;;;0.42118369588363974;-0.3130496243393263;0.5637863795528238;0.5030788851388811;0.3790640061565171;0.45769881927925077;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 08:47:48;;0.5113834987185701;;;0.44421692261561735;-0.3130496243393263;0.5997007164714746;0.5625268061309456;0.47432536898131894;0.45769881927925077;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 08:57:57;;0.5113834987185701;;;0.4484693001274628;-0.3130496243393263;0.5997007164714746;0.5727179826322195;0.493377621541394;0.45769881927925077;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 09:08:06;;0.5113834987185701;;;0.4484693001274628;-0.2912340247995224;0.5997007164714746;0.5727179826322195;0.493377621541394;0.45769881927925077;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 09:18:15;;0.5113834987185701;;;0.4484693001274628;-0.2912340247995224;0.5997007164714746;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 09:28:24;;0.5113834987185701;;;0.4484693001274628;-0.26378853548495;0.5997007164714746;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 09:38:33;;0.5113834987185701;;;0.4484693001274628;-0.23915801987549412;0.5997007164714746;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 09:48:42;;0.5113834987185701;;;0.4484693001274628;-0.21663866250054511;0.5997007164714746;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 09:58:51;;0.5113834987185701;;;0.4484693001274628;-0.19763797903039337;0.5997007164714746;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 10:09:00;;0.5113834987185701;;;0.4484693001274628;-0.18145218281216172;0.5997007164714746;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 10:19:09;;0.5113834987185701;;;0.4484693001274628;-0.16104401248945183;0.5997007164714746;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 10:29:18;;0.5113834987185701;;;0.4484693001274628;-0.1462657319415103;0.5997007164714746;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 10:39:27;;0.5132001386430524;;;0.4484693001274628;-0.1462657319415103;0.5997007164714746;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 10:49:36;;0.5132001386430524;;;0.4484693001274628;-0.12937623552359756;0.5997007164714746;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 10:59:45;;0.5132001386430524;;;0.44988672893937637;-0.12937623552359756;0.5997007164714746;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 11:09:54;;0.5132001386430524;;;0.44988672893937637;-0.1124867102879528;0.5997007164714746;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 11:20:03;;0.5132001386430524;;;0.44988672893937637;-0.09770834328681506;0.6076084514676343;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 11:30:12;;0.5132001386430524;;;0.451304180520316;-0.09770834328681506;0.6076084514676343;0.5727179826322195;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 11:40:21;;0.5132001386430524;;;0.4555564441870298;-0.09770834328681506;0.6076084514676343;0.5824844267952015;0.493377621541394;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 11:50:30;;0.5132001386430524;;;0.4626435882465969;-0.09770834328681506;0.6230944729795392;0.5973463548776148;0.52366585792872;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 12:00:39;;0.5132001386430524;;;0.46618724566022923;-0.08293000510340942;0.6230944729795392;0.5973463548776148;0.5373443582184905;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 12:10:48;;0.5132001386430524;;;0.4750462184266124;-0.08293000510340942;0.637262457703233;0.6207010169870943;0.5637244002247485;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 12:20:57;;0.5132001386430524;;;0.4750462184266124;-0.06604050868549667;0.637262457703233;0.6207010169870943;0.5637244002247485;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 12:31:06;;0.5132001386430524;;;0.48000713388446054;-0.06604050868549667;0.637262457703233;0.6207010169870943;0.5637244002247485;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 12:41:15;;0.5132001386430524;;;0.48000713388446054;-0.06604050868549667;0.637262457703233;0.6304674611500765;0.5813111549102427;0.5495066641726387;0.08242715908915652;-0.0035026269702276708;0
2013-02-20 12:51:24;;0.5113834987185701;;;0.49028359238532276;-0.04915098344985192;0.6550549019223512;0.6504249774831268;0.6115994113024537;0.5495066641726387;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 13:01:33;;0.5113834987185701;;;0.49595330763297646;-0.04915098344985192;0.6550549019223512;0.6623145616815396;0.6247894323055827;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 13:11:42;;0.5113834987185701;;;0.49595330763297646;-0.028039141745193247;0.6550549019223512;0.6623145616815396;0.6247894323055827;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 13:21:51;;0.5113834987185701;;;0.5048122803993597;-0.028039141745193247;0.6682344872344568;0.6771765419295557;0.6477498392369552;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 13:32:00;;0.5113834987185701;;;0.5048122803993597;-0.011149558874084375;0.6682344872344568;0.6771765419295557;0.6477498392369552;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 13:42:09;;0.5113834987185701;;;0.5048122803993597;0.0057399375438283735;0.6682344872344568;0.6771765419295557;0.6477498392369552;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 13:52:18;;0.5113834987185701;;;0.5048122803993597;0.021222004744647017;0.6682344872344568;0.6771765419295557;0.6477498392369552;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 14:02:27;;0.5113834987185701;;;0.5154430818725587;0.021222004744647017;0.6682344872344568;0.6771765419295557;0.6477498392369552;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 14:12:36;;0.5200120021787619;;;0.5476896584967961;0.03600037174578487;0.6682344872344568;0.6869429860925378;0.6477498392369552;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 14:22:45;;0.5200120021787619;;;0.5530050876946785;0.03600037174578487;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 14:32:54;;0.5200120021787619;;;0.5530050876946785;0.05851970030300166;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 14:43:03;;0.5200120021787619;;;0.5547767456337971;0.0740017386860883;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 14:53:12;;0.5200120021787619;;;0.5561942313682764;0.08878004805176191;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 15:03:21;;0.5177414101801159;;;0.5579660031525266;0.08878004805176191;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.39812229272205585;-0.0035026269702276708;0
2013-02-20 15:13:30;;0.5177414101801159;;;0.559383488887006;0.11481807933150806;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 15:23:39;;0.5177414101801159;;;0.559383488887006;0.13804113690613795;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 15:33:48;;0.5159248869753286;;;0.559383488887006;0.13804113690613795;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 15:43:57;;0.5159248869753286;;;0.559383488887006;0.1535231752892246;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 15:54:06;;0.5159248869753286;;;0.5608009063144062;0.1535231752892246;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 16:04:15;;0.5159248869753286;;;0.5608009063144062;0.1746350746293476;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 16:14:24;;0.5159248869753286;;;0.5608009063144062;0.19082084202984723;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 16:24:33;;0.5159248869753286;;;0.5608009063144062;0.20700663824807897;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 16:34:42;;0.5159248869753286;;;0.5608009063144062;0.2217849764314845;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 16:44:51;;0.5159248869753286;;;0.5608009063144062;0.23656334343262247;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 16:55:00;;0.5159248869753286;;;0.5622183465108327;0.23656334343262247;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 17:05:09;;0.5177414101801159;;;0.5622183465108327;0.23656334343262247;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 17:15:18;;0.5177414101801159;;;0.5622183465108327;0.2217849764314845;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 17:25:27;;0.5177414101801159;;;0.563635832245312;0.2217849764314845;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 17:35:36;;0.5159248869753286;;;0.563635832245312;0.2217849764314845;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 17:45:45;;0.5159248869753286;;;0.5650532496727122;0.2217849764314845;0.6682344872344568;0.675478029901211;0.6477498392369552;0.6422562327902607;0.6793931311086757;-0.0035026269702276708;0
2013-02-20 17:55:54;;0.5159248869753286;;;0.5646989180848885;0.21545141527476727;0.6744947639471635;0.6771765419295557;0.6457957420464214;0.6690924669820356;0.7070841864817425;-0.0035026269702276708;0
2013-02-20 18:06:03;;0.5163789995390731;;;0.5643445181899859;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 18:16:12;;0.5145624763342859;;;0.5643445181899859;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 18:26:21;;0.5145624763342859;;;0.5629270779935591;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 18:36:30;;0.5145624763342859;;;0.5643445181899859;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 18:46:39;;0.5145624763342859;;;0.5629270779935591;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 18:56:48;;0.5127459093596128;;;0.5629270779935591;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 19:06:57;;0.5127459093596128;;;0.5615096605661589;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 19:17:06;;0.5127459093596128;;;0.5629270779935591;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 19:27:15;;0.5127459093596128;;;0.5615096605661589;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 19:37:24;;0.5127459093596128;;;0.5629270779935591;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 19:47:33;;0.5127459093596128;;;0.5615096605661589;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 19:57:42;;0.5127459093596128;;;0.5600922886768114;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 20:07:51;;0.5104752444111574;;;0.5600922886768114;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 20:18:00;;0.5104752444111574;;;0.5615096605661589;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 20:28:09;;0.5122918697456778;;;0.5615096605661589;0.21545141527476727;0.673176794621884;0.6771765419295557;0.6457957420464214;0.6681508133656535;0.7033929228104594;-0.0035026269702276708;0
2013-02-20 20:38:18;;0.5122918697456778;;;0.5615096605661589;0.20700663824807897;0.6705409369268426;0.6720810058445216;0.6443302841816109;0.6860415485253548;0.7100543546140335;-0.0035026269702276708;0
2013-02-20 20:48:27;;0.5118376550522001;;;0.5625727464057355;0.20419175099615897;0.6718589332372948;0.6720810058445216;0.6457957420464214;0.6860415485253548;0.7169136697240136;-0.0035026269702276708;0
2013-02-20 20:58:36;;0.5118376550522001;;;0.5611552606712562;0.20419175099615897;0.6718589332372948;0.6720810058445216;0.6457957420464214;0.6860415485253548;0.7169136697240136;-0.0035026269702276708;0
2013-02-20 21:08:45;;0.5118376550522001;;;0.5625727464057355;0.20419175099615897;0.6718589332372948;0.6720810058445216;0.6457957420464214;0.6860415485253548;0.7169136697240136;-0.0035026269702276708;0
2013-02-20 21:18:54;;0.5118376550522001;;;0.5611552606712562;0.20419175099615897;0.6718589332372948;0.6720810058445216;0.6457957420464214;0.6860415485253548;0.7169136697240136;-0.0035026269702276708;0
2013-02-20 21:29:03;;0.5113834987185701;;;0.5608009063144062;0.20700663824807897;0.6682344872344568;0.6703824416505741;0.6457957420464214;0.68133354334789;0.7111945132769781;-0.0035026269702276708;0
2013-02-20 21:39:12;;0.5122918697456778;;;0.5622183465108327;0.2091178541180502;0.6692229676015631;0.6703824416505741;0.6477498392369552;0.6836875371731409;0.7131969169287743;-0.0035026269702276708;0
2013-02-20 21:49:21;;0.5104752444111574;;;0.5622183465108327;0.2091178541180502;0.6692229676015631;0.6703824416505741;0.6477498392369552;0.6836875371731409;0.7131969169287743;-0.0035026269702276708;0
2013-02-20 21:59:30;;0.5104752444111574;;;0.5608009063144062;0.2091178541180502;0.6692229676015631;0.6703824416505741;0.6477498392369552;0.6836875371731409;0.7131969169287743;-0.0035026269702276708;0
2013-02-20 22:09:39;;0.5086587212063701;;;0.5608009063144062;0.2091178541180502;0.6692229676015631;0.6703824416505741;0.6477498392369552;0.6836875371731409;0.7131969169287743;-0.0035026269702276708;0
2013-02-20 22:19:48;;0.5086587212063701;;;0.559383488887006;0.2091178541180502;0.6692229676015631;0.6703824416505741;0.6477498392369552;0.6836875371731409;0.7131969169287743;-0.0035026269702276708;0
2013-02-20 22:29:57;;0.5086587212063701;;;0.5579660031525266;0.2091178541180502;0.6692229676015631;0.6703824416505741;0.6477498392369552;0.6836875371731409;0.7131969169287743;-0.0035026269702276708;0
2013-02-20 22:40:06;;0.5086587212063701;;;0.5551311455286999;0.2091178541180502;0.6692229676015631;0.6703824416505741;0.6477498392369552;0.6836875371731409;0.7131969169287743;-0.0035026269702276708;0
